,word,POS,count
86,алчен,ADJ,1
87,злато,NOUN,2
88,иван,PROPN,23
89,белин,PROPN,2
90,съмнявам-(се),VERB,2
91,откритие,NOUN,1
92,свой,PRON,167
93,купувам,VERB,1
94,къща,NOUN,11
95,често,ADV,20
96,йовка,PROPN,1
97,мисля,VERB,26
98,стринка,NOUN,1
99,елка,PROPN,1
100,станкин,ADJ,1
101,баща,NOUN,6
102,подаря,VERB,1
103,два,NUM,54
104,голям,ADJ,57
105,нива,NOUN,3
106,бръквам-(се),VERB,1
107,под,ADP,12
108,възглавница,NOUN,2
109,подавам-(се),VERB,4
110,прост,ADJ,9
111,син,ADJ,6
112,плик,NOUN,2
113,пиша,VERB,18
114,отчаян,ADJ,1
115,писмо,NOUN,13
116,пара,NOUN,24
117,бележник,NOUN,1
118,запиша-(се),VERB,3
119,следен,ADJ,3
120,ред,NOUN,27
121,минута,NOUN,10
122,анастасия,PROPN,1
123,бягам,VERB,6
124,по,ADP,237
125,горист,ADJ,3
126,баир,NOUN,1
127,насреща,ADV,2
128,дърво,NOUN,8
129,около,ADP,12
130,шумя,VERB,4
131,плачевно,ADV,1
132,купя,VERB,8
133,пазар,NOUN,8
134,кола,NOUN,14
135,трапеза,NOUN,1
136,поднеса-(се),VERB,2
137,круша,NOUN,1
138,восъчен,ADJ,1
139,цвят,NOUN,4
140,вбеся-(се),VERB,2
141,жена,NOUN,39
142,вън,ADV,3
143,който,PRON,268
144,дръзна,VERB,2
145,дойда,VERB,48
146,там,ADV,65
147,още,ADV,67
148,звуча,VERB,4
149,ухо,NOUN,4
150,мой,PRON,133
151,сладък,ADJ,2
152,смях,NOUN,7
153,малък,ADJ,24
154,българче,NOUN,1
155,светна,VERB,5
156,око,NOUN,34
157,стрина,NOUN,2
158,дойна,PROPN,1
159,сън,NOUN,3
160,верен,ADJ,7
161,приятел,NOUN,14
162,сърце,NOUN,11
163,бия-(се),VERB,8
164,силно,ADV,9
165,чело,NOUN,3
166,неин,PRON,59
167,набраздя-(се),VERB,1
168,рало,NOUN,1
169,неволя,NOUN,1
170,един,DET,104
171,лято,NOUN,5
172,скоро,ADV,4
173,петровден,PROPN,1
174,село,NOUN,12
175,пристигна,VERB,6
176,завой,NOUN,2
177,откъм,ADP,5
178,горен,ADJ,5
179,махала,NOUN,2
180,покажа-(се),VERB,13
181,тълпа,NOUN,4
182,хора,NOUN,53
183,като,ADP,100
184,всеки,DET,94
185,празник,NOUN,6
186,кръчма,NOUN,1
187,пълня-(се),VERB,2
188,константин,PROPN,1
189,златев,PROPN,1
190,поради,ADP,8
191,здравословен,ADJ,1
192,състояние,NOUN,12
193,..,PUNCT,4
194,откажа-(се),VERB,8
195,пия,VERB,5
196,късно,ADV,13
197,след,ADP,65
198,обед,NOUN,2
199,камбана,NOUN,3
200,отдавна,ADV,7
201,вечерня,NOUN,1
202,веднага,ADV,17
203,одобря,VERB,4
204,намерение,NOUN,2
205,сестра,NOUN,8
206,денем,ADV,3
207,сянка,NOUN,7
208,пазя-(се),VERB,4
209,орлица,NOUN,2
210,днес,ADV,27
211,тревожен,ADJ,2
212,покой,NOUN,1
213,дебна,VERB,2
214,наш,PRON,29
215,железарски,ADJ,1
216,работилница,NOUN,1
217,кънтя,VERB,1
218,нощем,ADV,3
219,лете,ADV,1
220,някога,ADV,14
221,пращам,VERB,2
222,паша,NOUN,1
223,със,ADP,57
224,селски,ADJ,6
225,говедо,NOUN,1
226,напролет,ADV,1
227,баба,NOUN,5
228,марга,PROPN,1
229,помина-(се),VERB,3
230,съвсем,ADV,11
231,ненадейно,ADV,1
232,народ,NOUN,14
233,впоследствие,ADV,1
234,жестоко,ADV,1
235,отмъстя,VERB,4
236,така,ADV,63
237,чакам,VERB,19
238,година,NOUN,62
239,време,NOUN,73
240,никога,ADV,7
241,смея-се,VERB,5
242,висок,ADJ,13
243,глас,NOUN,16
244,малко,ADV,22
245,работа,NOUN,37
246,та,CCONJ,15
247,затова,ADV,11
248,сгреша,VERB,2
249,вардарски,PROPN,1
250,съвзема-се,VERB,2
251,напълно,ADV,9
252,гроздан,PROPN,1
253,дразня-(се),VERB,2
254,все,ADV,35
255,повече,ADV,42
256,богат,ADJ,11
257,плащам,VERB,5
258,проваля-(се),VERB,1
259,окончателно,ADV,3
260,слушам,VERB,8
261,устна,NOUN,2
262,повечето,ADV,2
263,напукам-(се),VERB,1
264,кръв,NOUN,5
265,небе,NOUN,3
266,наизскачам,VERB,1
267,звезда,NOUN,3
268,джапар,PROPN,1
269,отминавам,VERB,1
270,зад,ADP,13
271,връх,NOUN,5
272,изток,NOUN,4
273,слънце,NOUN,10
274,затворя-(се),VERB,4
275,див,ADJ,1
276,край,NOUN,18
277,знаме,NOUN,4
278,забия-(се),VERB,2
279,сред,ADP,12
280,поляна,NOUN,6
281,множество,NOUN,2
282,наредя-(се),VERB,3
283,наоколо,ADV,4
284,над,ADP,21
285,широк,ADJ,5
286,поле,NOUN,6
287,трептя,VERB,2
288,адски,ADJ,1
289,мараня,NOUN,3
290,жълтея-(се),VERB,1
291,гол,ADJ,5
292,объл,ADJ,1
293,хълм,NOUN,1
294,маса,NOUN,11
295,следя,VERB,2
296,враждебен,ADJ,1
297,поглед,NOUN,15
298,лице,NOUN,36
299,чета,VERB,17
300,неудоволствие,NOUN,2
301,сърдечен,ADJ,1
302,поздрав,NOUN,2
303,отдалеч,ADV,2
304,тогава,ADV,22
305,кина,PROPN,1
306,радулчо,PROPN,1
307,потегля,VERB,3
308,към,ADP,99
309,дълго,ADV,12
310,стоя,VERB,13
311,шосе,NOUN,3
312,гледам,VERB,33
313,подир,ADP,1
314,каруца,NOUN,3
315,хазайка,NOUN,5
316,щурам-се,VERB,1
317,къщи,ADV,2
318,без,ADP,55
319,шум,NOUN,4
320,плъзгам-(се),VERB,1
321,пусна-(се),ADJ,1
322,весло,NOUN,1
323,снаха,NOUN,4
324,керкенез,NOUN,1
325,заедно,ADV,10
326,отида-(си),VERB,26
327,квартира,NOUN,3
328,клет,ADJ,2
329,мома,NOUN,3
330,безутешно,ADV,1
331,горко,ADV,1
332,заридая,VERB,1
333,лила,PROPN,1
334,бавно,ADV,9
335,оправя-(се),VERB,1
336,коса,NOUN,4
337,момче,NOUN,8
338,добре,ADV,33
339,си,PRON,19
340,пътник,NOUN,2
341,безшумно,ADV,1
342,прелетя,VERB,2
343,някакъв,DET,24
344,птица,NOUN,3
345,постоянно,ADV,2
346,питам-(се),VERB,15
347,разговор,NOUN,11
348,следвам,VERB,4
349,прекъсване,NOUN,1
350,райка,PROPN,1
351,раста,VERB,4
352,цвете,NOUN,3
353,градина,NOUN,4
354,спотая-(се),VERB,4
355,някак,ADV,3
356,виновно,ADV,2
357,работя,VERB,25
358,спечеля,VERB,2
359,макар,ADP,7
360,трудно,ADV,10
361,глава,NOUN,26
362,пукам-(се),VERB,2
363,мисъл,NOUN,14
364,десятка,NOUN,1
365,хиляда,NOUN,2
366,гражданин,NOUN,30
367,евакуирам,VERB,1
368,въздушен,ADJ,3
369,бомбардировка,NOUN,1
370,съюзнически,ADJ,1
371,авиация,NOUN,3
372,вежливост,NOUN,1
373,изляза,VERB,32
374,иванов,PROPN,1
375,уволня-(се),VERB,1
376,болест,NOUN,2
377,любопитство,NOUN,4
378,замълча,VERB,3
379,всеки,PRON,55
380,свия-(се),VERB,4
381,място,NOUN,30
382,дишам,VERB,3
383,страх,NOUN,6
384,трепет,NOUN,1
385,три,NUM,17
386,лежа,VERB,4
387,млад,ADJ,20
388,стоян,PROPN,2
389,бащин,ADJ,2
390,дълг,NOUN,1
391,черква,NOUN,3
392,затопля-(се),VERB,2
393,свещ,NOUN,1
394,тяло,NOUN,3
395,при,ADP,56
396,нагряване,NOUN,1
397,разширявам-(се),VERB,2
398,дякон,NOUN,3
399,здраве,NOUN,7
400,идвам,VERB,16
401,ирина,PROPN,2
402,приготвя-(се),VERB,2
403,излизане,NOUN,4
404,китка,NOUN,4
405,давам-(се),VERB,23
406,обич,NOUN,1
407,отивам-(си),VERB,10
408,вода,NOUN,17
409,далечен,ADJ,7
410,чешма,NOUN,1
411,нека,PART,5
412,прочета,VERB,21
413,поука,NOUN,1
414,сутрин,ADV,2
415,викам,VERB,8
416,когато,ADV,91
417,тръгвам-(си),VERB,8
418,жътва,NOUN,1
419,ах,INTJ,1
420,летя,VERB,3
421,ескадрон,NOUN,1
422,екна,VERB,1
423,кикот,NOUN,1
424,ръководител,NOUN,5
425,образец,NOUN,1
426,вия-(се),VERB,3
427,глутница,NOUN,1
428,чакал,NOUN,1
429,глухоням,ADJ,1
430,обръщам-(се),VERB,4
431,велик,PROPN,1
432,търново,PROPN,1
433,разположа-(се),VERB,3
434,живописен,ADJ,1
435,местност,NOUN,1
436,четирима,NUM,2
437,балашев,PROPN,1
438,димка,PROPN,1
439,телеграфист,NOUN,1
440,дядо,NOUN,9
441,гено,PROPN,1
442,както,ADV,36
443,речник,NOUN,3
444,фразеологичен,ADJ,1
445,състав,NOUN,12
446,даден,ADJ,2
447,език,NOUN,10
448,подлежа,VERB,4
449,изменение,NOUN,5
450,попълване,NOUN,1
451,нов,ADJ,50
452,елемент,NOUN,3
453,кой,PRON,44
454,признавам-(се),VERB,5
455,малцина,NUM,2
456,запазя-(се),VERB,5
457,присъствие,NOUN,4
458,дух,NOUN,1
459,плача-(се),VERB,2
460,стига,PART,6
461,непознат,NOUN,2
462,обърна-(се),VERB,7
463,усмихна-се,VERB,7
464,успея,ADJ,1
465,сега,ADV,48
466,успея,VERB,13
467,друг,ADJ,89
468,калина,PROPN,1
469,тръгна-(си),VERB,23
470,мълчаливо,ADV,2
471,никакъв,DET,12
472,вик,NOUN,3
473,обаждам-(се),VERB,2
474,но,CCONJ,115
475,кораб,NOUN,1
476,уви,INTJ,3
477,спирам-(се),VERB,2
478,някой,PRON,53
479,полека,ADV,2
480,врата,NOUN,13
481,отворя-(се),VERB,7
482,обвиняем,NOUN,3
483,пристъпя,VERB,2
484,близко,ADV,1
485,всякъде,ADV,4
486,ужас,NOUN,1
487,смърт,NOUN,6
488,приближавам-(се),VERB,3
489,петима,NUM,1
490,петко,PROPN,1
491,петър,PROPN,12
492,боян,PROPN,2
493,остана,VERB,23
494,библиотека,NOUN,5
495,канал,NOUN,2
496,езеро,NOUN,2
497,море,NOUN,4
498,пущам-(се),VERB,1
499,лодка,NOUN,2
500,част,NOUN,31
501,работник,NOUN,3
502,получавам,VERB,10
503,7-8,NUM,1
504,рубла,NOUN,1
505,месец,NOUN,11
506,подсъдим,NOUN,1
507,реч,NOUN,1
508,защитник,NOUN,1
509,сит,ADJ,1
510,гладен,ADJ,1
511,вярвам,VERB,7
512,спестя,ADJ,1
513,взема,VERB,28
514,назаем,ADV,1
515,стар,ADJ,17
516,изтрая,VERB,1
517,събера-(се),ADJ,1
518,замърдам,VERB,1
519,шушукане,NOUN,1
520,усиля-(се),VERB,1
521,сълза,NOUN,9
522,потека,VERB,3
523,страна,NOUN,80
524,суров,ADJ,1
525,мъж,NOUN,16
526,скръб,NOUN,2
527,селянка,NOUN,1
528,смая-(се),VERB,1
529,мотор,NOUN,4
530,пръв,ADJ,32
531,неприятелски,ADJ,1
532,аванпост,NOUN,1
533,доближа-(се),VERB,4
534,очаквам,ADJ,5
535,ден,NOUN,35
536,имам,VERB,127
537,ябълка,NOUN,2
538,лимонка,NOUN,1
539,родовит,ADJ,1
540,цоно,PROPN,1
541,човек,NOUN,41
542,леля,NOUN,3
543,станка,PROPN,1
544,хвана-(се),VERB,14
545,трескав,ADJ,1
546,бързина,NOUN,3
547,майка,NOUN,6
548,соколица,NOUN,1
549,отпусна-(се),VERB,5
550,крило,NOUN,2
551,във,ADP,46
552,висина,NOUN,1
553,падна-(се),VERB,4
554,надолу,ADV,5
555,невеста,NOUN,1
556,нена,PROPN,1
557,престана,VERB,3
558,игнатий,PROPN,1
559,подам-(се),VERB,4
560,чаша,NOUN,4
561,професор,NOUN,6
562,георгиев,PROPN,1
563,встъпителен,ADJ,1
564,лекция,NOUN,1
565,сваря-(се),VERB,2
566,ща,VERB,27
567,науча-(се),VERB,7
568,ако,SCONJ,71
569,поет,NOUN,5
570,напиша,VERB,6
571,много,ADV,76
572,стих,NOUN,2
573,зарадвам-(се),VERB,4
574,истински,ADJ,8
575,пролетен,ADJ,2
576,дончо,PROPN,1
577,дълбоко,ADV,3
578,вдам,ADJ,1
579,дърт,ADJ,1
580,дремя,VERB,1
581,започна,VERB,14
582,дневник,NOUN,1
583,записвам-(се),VERB,1
584,преживяване,NOUN,2
585,почна-(се),VERB,12
586,борба,NOUN,9
587,страшен,ADJ,8
588,яростен,ADJ,4
589,бесен,ADJ,2
590,батальон,NOUN,1
591,бъда,AUX,108
592,образувам,VERB,1
593,строителен,ADJ,1
594,отред,NOUN,1
595,споря,VERB,1
596,роля,NOUN,7
597,значение,NOUN,15
598,художествен,ADJ,2
599,литература,NOUN,5
600,ръка,NOUN,43
601,поведа-(се),VERB,2
602,мъглив,ADJ,1
603,влажен,ADJ,1
604,есенен,ADJ,1
605,сподавя,VERB,2
606,селце,NOUN,1
607,мой,DET,58
608,семейство,NOUN,6
609,заселя-(се),VERB,1
610,наскоро,ADV,2
611,превземане,NOUN,1
612,удавя-(се),VERB,1
613,къпина,NOUN,1
614,бурен,NOUN,3
615,противник,NOUN,2
616,обстрелвам,VERB,1
617,дългобоен,ADJ,1
618,артилерия,NOUN,2
619,сторя-(се),VERB,11
620,че,SCONJ,296
621,светло,ADV,1
622,копая,VERB,2
623,току-що,ADV,1
624,поникна,ADJ,1
625,царевица,NOUN,1
626,ала,CCONJ,7
627,съд,NOUN,4
628,потупвам,VERB,1
629,рамо,NOUN,5
630,осъждам,VERB,1
631,буря,NOUN,4
632,задавя-(се),VERB,2
633,немощен,ADJ,1
634,вино,NOUN,2
635,:,PUNCT,26
636,мъча-(се),VERB,6
637,ама,CCONJ,10
638,десет,NUM,7
639,отмярвам,VERB,1
640,един,NUM,59
641,отрязвам,VERB,2
642,двама,NUM,13
643,партизанин,NOUN,1
644,водя,VERB,13
645,раня,ADJ,2
646,принудя-(се),VERB,3
647,рано,ADV,10
648,или,CCONJ,94
649,върна-(се),VERB,23
650,заема-(се),ADJ,1
651,усилвам-(се),VERB,2
652,внимание,NOUN,10
653,гоня-(се),VERB,2
654,потеря,NOUN,1
655,младост,NOUN,2
656,помня,VERB,11
657,доктор,NOUN,5
658,очаквам,VERB,16
659,плясвам,VERB,1
660,залавям-(се),VERB,2
661,хоро,NOUN,1
662,вит,ADJ,1
663,извия-(се),VERB,1
664,изтъпча,VERB,1
665,златен,ADJ,1
666,жито,NOUN,2
667,стефан,PROPN,1
668,срещна-(се),VERB,19
669,циганин,NOUN,2
670,дървар,NOUN,1
671,познавам,VERB,8
672,смущавам-(се),VERB,3
673,овчарче,NOUN,1
674,свирна,VERB,2
675,крава,NOUN,1
676,хукна,VERB,2
677,нагоре,ADV,6
678,жълт,ADJ,3
679,отначало,ADV,1
680,разбера-(се),VERB,21
681,взра-се,VERB,1
682,внимателно,ADV,8
683,разчета-(се),VERB,1
684,разкривя-(се),ADJ,1
685,буква,NOUN,1
686,наш,DET,48
687,жертва,NOUN,3
688,ритам,VERB,1
689,пищя,VERB,1
690,тръшкам-(се),VERB,1
691,сутрин,NOUN,7
692,жив,ADJ,8
693,правя-(се),VERB,25
694,бан,NOUN,1
695,търновски,ADJ,1
696,област,NOUN,19
697,прекръстя-(се),VERB,3
698,пшеничката,PROPN,1
699,защото,ADV,37
700,приличам,VERB,2
701,узрея,ADJ,1
702,клас,NOUN,6
703,...,PUNCT,54
704,смятам,VERB,20
705,свой,DET,38
706,дома,ADV,1
707,бързо,ADV,18
708,развълнувам-(се),ADJ,2
709,момиче,NOUN,9
710,халит,PROPN,1
711,ага,NOUN,2
712,утре,ADV,11
713,цена,PROPN,1
714,роб,NOUN,2
715,дарявам,VERB,1
716,христо,PROPN,2
717,служа,VERB,10
718,държавен,ADJ,35
719,архитект,NOUN,1
720,столица,NOUN,4
721,пленник,NOUN,1
722,разбойник,NOUN,2
723,гост,NOUN,3
724,притвор,NOUN,1
725,трупам-(се),VERB,1
726,болярски,ADJ,1
727,монахиня,NOUN,1
728,виден,ADJ,1
729,госпожа,NOUN,7
730,княз,NOUN,4
731,търся,VERB,26
732,каломела,PROPN,1
733,долу,ADV,1
734,равнина,NOUN,3
735,червенея-(се),VERB,1
736,череша,NOUN,1
737,цъфтя,VERB,2
738,бял,ADJ,14
739,пламна,VERB,2
740,миг,NOUN,13
741,закана,NOUN,2
742,решителност,NOUN,1
743,воля,NOUN,9
744,едър,ADJ,2
745,спокоен,ADJ,2
746,изразявам-(се),VERB,5
747,неловкост,NOUN,1
748,твърд,ADJ,3
749,край,ADP,4
750,мина-(се),VERB,11
751,севда,PROPN,2
752,забележа-(се),VERB,12
753,скитам-(се),VERB,1
754,слуга,NOUN,3
755,ами,CCONJ,3
756,господар,NOUN,3
757,милост,NOUN,1
758,христолюбив,ADJ,1
759,княгиня,NOUN,1
760,винаги,ADV,16
761,благосклонен,ADJ,1
762,свет,ADJ,3
763,обител,NOUN,1
764,почета,VERB,1
765,гостуване,NOUN,1
766,оженя-(се),VERB,1
767,стихна,VERB,1
768,бой,NOUN,5
769,мил,ADJ,5
770,завръщам-(се),VERB,2
771,изколя,VERB,1
772,избеся,VERB,1
773,отредя,VERB,1
774,помогна,VERB,13
775,поне,ADV,8
776,специално,ADV,2
777,изолирам-(се),ADJ,1
778,общ,ADJ,20
779,гравитация,NOUN,1
780,пък,PART,10
781,далече,ADV,3
782,център,NOUN,5
783,убедя-(се),VERB,6
784,брат,NOUN,7
785,помисля,VERB,4
786,собствен,ADJ,6
787,бива,VERB,6
788,започвам-(се),VERB,5
789,ора,VERB,1
790,продължавам,VERB,17
791,закача-(се),VERB,1
792,свищов,PROPN,1
793,седмица,NOUN,10
794,строя,VERB,1
795,училище,NOUN,21
796,ставам,VERB,20
797,студен,ADJ,7
798,дъждовен,ADJ,1
799,равнодушен,ADJ,1
800,пред,ADP,36
801,събитие,NOUN,5
802,разигравам-(се),VERB,1
803,хвърля-(се),VERB,7
804,бърз,ADJ,7
805,жълтица,NOUN,1
806,забравя-(се),VERB,11
807,пусна-(се),VERB,5
808,завеса,NOUN,2
809,купе,NOUN,1
810,обичам,VERB,19
811,разговарям,VERB,2
812,наемам-(се),VERB,1
813,смажа,VERB,2
814,подкрепя,VERB,7
815,виждам-(се),VERB,28
816,гърция,PROPN,2
817,съдба,NOUN,3
818,турция,PROPN,4
819,донеса,VERB,11
820,какъвто,DET,11
821,силен,ADJ,9
822,шия,NOUN,2
823,железен,ADJ,3
824,клещи,NOUN,1
825,накарам-(се),VERB,4
826,тъмен,ADJ,3
827,вълнувам-(се),ADJ,1
828,надявам-се,VERB,9
829,живея,VERB,14
830,пипам,VERB,1
831,книга,NOUN,38
832,знам,VERB,50
833,у,ADP,13
834,как,ADV,63
835,спомня-(си),VERB,4
836,пея,VERB,4
837,карам,VERB,5
838,нужда,NOUN,4
839,казвам-(се),VERB,15
840,нощ,NOUN,18
841,забраня,VERB,2
842,вдигам-(се),VERB,4
843,какъвто,PRON,6
844,пожелая,VERB,2
845,здрав,ADJ,3
846,стигна,VERB,11
847,твърде,ADV,6
848,смутя-(се),ADJ,2
849,попитам,VERB,11
850,почти,ADV,10
851,пауза,NOUN,2
852,чувам-(се),VERB,11
853,реша,VERB,19
854,мълча,VERB,7
855,глад,NOUN,1
856,сляза,VERB,3
857,планина,NOUN,3
858,събера-(се),VERB,2
859,глина,NOUN,2
860,направя-(се),VERB,34
861,съзнавам,VERB,1
862,грешка,NOUN,5
863,умра,VERB,2
864,освен,ADP,19
865,раня,VERB,3
866,вместо,ADP,9
867,наведа-(се),VERB,5
868,вдигна-(се),VERB,11
869,успокоя-(се),VERB,6
870,безпокойство,NOUN,3
871,порасна,VERB,2
872,заседание,NOUN,16
873,народен,ADJ,88
874,събрание,NOUN,59
875,публичен,ADJ,3
876,интерес,NOUN,23
877,налагам-(се),VERB,9
878,таен,ADJ,4
879,хубав,ADJ,15
880,понапълнея,VERB,1
881,вземам,VERB,2
882,харем,NOUN,1
883,колкото,ADV,21
884,известно,ADV,4
885,досега,ADV,5
886,разглеждам,VERB,6
887,подробно,ADV,2
888,където,ADV,19
889,стъпя,VERB,1
890,трева,NOUN,3
891,никна,VERB,1
892,пак,ADV,31
893,спасявам-(се),VERB,2
894,карам-се,VERB,3
895,намисля,VERB,2
896,кмет,NOUN,2
897,политна,VERB,1
898,сякаш,ADV,15
899,поклоня-(се),VERB,1
900,плаша,VERB,1
901,отмъкна,VERB,1
902,първо,ADV,5
903,духна,VERB,2
904,тръбичка,NOUN,1
905,съдия,NOUN,1
906,закъснея,VERB,3
907,напразно,ADV,4
908,сърдит,ADJ,2
909,изпълня-(се),VERB,5
910,поръчка,NOUN,2
911,оборвам,VERB,1
912,заспя,VERB,4
913,тукашен,ADJ,1
914,през,ADP,47
915,валя,VERB,5
916,дъжд,NOUN,5
917,чист,ADJ,2
918,весел,ADJ,9
919,окъпя,ADJ,1
920,разсипя-(се),VERB,1
921,затуй,ADV,1
922,стане,VERB,3
923,горещо,ADV,1
924,сваля,VERB,3
925,палто,NOUN,1
926,хайдут,NOUN,1
927,връзвам-(се),VERB,1
928,дам-(се),VERB,30
929,билет,NOUN,3
930,театър,NOUN,2
931,зло,NOUN,3
932,добро,NOUN,3
933,потопя-(се),VERB,2
934,разтвор,NOUN,1
935,киселина,NOUN,1
936,лакмус,NOUN,1
937,червен,ADJ,3
938,броя-(се),VERB,4
939,случай,NOUN,25
940,подсетя-(се),VERB,1
941,татко,NOUN,3
942,съглася-се,VERB,6
943,муха,NOUN,4
944,бръмна,VERB,1
945,събудя-(се),VERB,2
946,само,ADV,74
947,излъжа-(се),VERB,5
948,почина-(си),VERB,3
949,отида,VERB,2
950,ида,VERB,11
951,колиба,NOUN,2
952,дръпна-(се),VERB,6
953,заговоря-(се),VERB,8
954,високо,ADV,4
955,чувство,NOUN,8
956,гузен,ADJ,1
957,вървя,VERB,13
958,мъчно,ADV,3
959,дреха,NOUN,6
960,пълен,ADJ,19
961,тъкмо,ADV,5
962,държа-(се),VERB,10
963,последен,ADJ,18
964,усилие,NOUN,10
965,тичам,VERB,2
966,я,PART,2
967,простудя-(се),VERB,1
968,земя,NOUN,11
969,настана,VERB,1
970,щом,SCONJ,13
971,храна,NOUN,1
972,привърша,VERB,1
973,изплаша-(се),VERB,1
974,безумие,NOUN,1
975,докато,SCONJ,29
976,мръкне-(се),VERB,1
977,отдалеча-(се),VERB,3
978,двеста,NUM,2
979,метър,NOUN,2
980,изстрел,NOUN,1
981,лампа,NOUN,4
982,бера,VERB,4
983,памук,NOUN,2
984,освобождавам-(се),VERB,2
985,извикам,VERB,2
986,падам-(се),VERB,7
987,намеря-(се),VERB,22
988,разхождам-(се),VERB,1
989,двор,NOUN,9
990,патица,NOUN,1
991,оглеждам-(се),VERB,3
992,кладенец,NOUN,1
993,трийсет,NUM,1
994,изведнъж,ADV,8
995,въздух,NOUN,7
996,камшик,NOUN,1
997,усетя-(се),VERB,6
998,яко,ADV,1
999,омотая-(се),VERB,1
1000,изправя-(се),VERB,7
1001,преди,ADP,37
1002,отново,ADV,24
1003,връхлетя,VERB,1
1004,като,SCONJ,53
1005,дочета,VERB,2
1006,роман,NOUN,2
1007,поговоря,VERB,3
1008,спомням-(си),VERB,3
1009,снощен,ADJ,2
1010,среща,NOUN,24
1011,пиротски,PROPN,1
1012,горски,NOUN,1
1013,сложен,ADJ,4
1014,същ,ADJ,10
1015,вляза,VERB,23
1016,манастирски,ADJ,1
1017,разсъмне-(се),VERB,1
1018,хотел,NOUN,2
1019,току,ADV,2
1020,извърна-(се),VERB,3
1021,викна,VERB,1
1022,тежко,ADV,4
1023,минавам-(се),VERB,4
1024,настаняване,NOUN,2
1025,вила,NOUN,1
1026,додето,SCONJ,1
1027,чернокос,ADJ,1
1028,появя-се,VERB,5
1029,променя-(се),VERB,7
1030,очарование,NOUN,1
1031,засилвам-(се),VERB,2
1032,посещавам,VERB,2
1033,гробница,NOUN,1
1034,долина,NOUN,3
1035,цар,NOUN,1
1036,оженя,VERB,1
1037,излизам,VERB,2
1038,свят,NOUN,10
1039,посягам,VERB,2
1040,отлитам,VERB,1
1041,право,ADV,2
1042,господин,NOUN,30
1043,поискам,VERB,8
1044,чужд,ADJ,5
1045,фронт,NOUN,1
1046,става,VERB,5
1047,копривщица,PROPN,1
1048,гърмя,VERB,2
1049,пушка,NOUN,2
1050,десетина,NUM,2
1051,освободя-(се),VERB,4
1052,вход,NOUN,3
1053,мост,NOUN,3
1054,рана,NOUN,4
1055,бодна,VERB,1
1056,замина,VERB,28
1057,пренеса-(се),VERB,2
1058,дом,NOUN,2
1059,колона,NOUN,2
1060,спра-(се),VERB,20
1061,моментално,ADV,1
1062,натръшкам-(се),VERB,1
1063,намаля,VERB,4
1064,температура,NOUN,1
1065,налягане,NOUN,2
1066,спадам,VERB,1
1067,право,NOUN,66
1068,кавга,NOUN,1
1069,чуе-се,VERB,1
1070,цигански,ADJ,1
1071,настаня-(се),VERB,1
1072,дори,PART,25
1073,самобръсначка,NOUN,1
1074,придружавам,VERB,2
1075,упътване,NOUN,1
1076,ползвам-(се),VERB,3
1077,едва,ADV,17
1078,операция,NOUN,5
1079,такъв,DET,27
1080,димо,PROPN,2
1081,ботуш,NOUN,2
1082,поручик,NOUN,1
1083,запаля-(се),VERB,3
1084,пещ,NOUN,3
1085,опека-(се),VERB,2
1086,агне,NOUN,2
1087,който,DET,5
1088,поп,NOUN,2
1089,кадя,VERB,1
