,word,POS,count
87,کرد,VERB,252
88,حیث,NOUN,4
89,،,PUNCT,752
90,کمدی,NOUN,1
91,حیطهٔ,NOUN,2
92,اسطوره,NOUN,1
93,هم,PRON,28
94,مشابهت,NOUN,2
95,دارند,VERB,27
96,معلم,NOUN,5
97,ثانی,ADJ,2
98,اندیشه‌,NOUN,1
99,اش,PRON,17
100,آن,DET,66
101,جهت,NOUN,4
102,که,SCONJ,632
103,شارح,NOUN,1
104,ارسطو,PROPN,3
105,ست,AUX,16
106,وی,PRON,46
107,مشابهت‌های,NOUN,1
108,فراوانی,ADJ,3
109,دارد,VERB,43
110,نمایشگاه,NOUN,5
111,همت,NOUN,4
112,موسسهٔ,PROPN,2
113,خیریهٔ,PROPN,1
114,کیانا,PROPN,1
115,ترتیب,NOUN,10
116,داده,VERB,53
117,شده,AUX,21
118,تا,ADP,60
119,30,NOUN,1
120,آذرماه,PROPN,2
121,جاری,ADJ,14
122,هشت,NOUN,1
123,صبح,NOUN,13
124,تا,NUM,1
125,18,NOUN,1
126,عصر,NOUN,8
127,سالن,PROPN,2
128,نمایشگاه,PROPN,1
129,فرهنگسرای,PROPN,2
130,امام,PROPN,20
131,خمینی,PROPN,5
132,ره,NOUN,7
133,کرج,PROPN,5
134,پذیرای,ADJ,2
135,عموم,NOUN,4
136,علاقمندان,NOUN,1
137,است,AUX,402
138,فرماندهان,NOUN,1
139,ارتش,PROPN,5
140,آمریکا,PROPN,23
141,منطقه,NOUN,20
142,عنوان,NOUN,32
143,پناهگاه,NOUN,1
144,شبه‌نظامیان,NOUN,3
145,پاکستان,PROPN,6
146,نام,NOUN,18
147,می‌برند,VERB,3
148,آنجا,NOUN,5
149,حملات,NOUN,1
150,تروریستی,ADJ,3
151,علیه,ADP,17
152,نظامیان,NOUN,2
153,خارجی,ADJ,9
154,افغانستان,PROPN,12
155,می‌شود,AUX,14
156,راستا,NOUN,4
157,منابع,NOUN,5
158,آگاه,ADJ,5
159,اعلام,NOUN,21
160,کردند,VERB,40
161,ائتلاف‌های,NOUN,2
162,دولت,PROPN,11
163,قانونی,PROPN,1
164,عراق,PROPN,34
165,کمیته‌هایی,NOUN,1
166,گفتگو,NOUN,6
167,احزاب,NOUN,2
168,اصلی,ADJ,10
169,منظور,NOUN,10
170,تشکیل,NOUN,13
171,جدید,ADJ,33
172,دولت,NOUN,17
173,داده‌اند,VERB,6
174,فوق,ADJ,2
175,توسط,ADP,20
176,نشنال,PROPN,1
177,تراست,PROPN,1
178,انگلستان,PROPN,4
179,کرسی,NOUN,1
180,تلاوت,NOUN,8
181,دو,NUM,52
182,بخش,NOUN,18
183,مختلف,ADJ,27
184,شرکت‌کنندگان,NOUN,4
185,برنامه,NOUN,4
186,نیز,ADV,79
187,شنوندگان,NOUN,1
188,شبکهٔ,PROPN,3
189,رادیویی,PROPN,1
190,قرآن,PROPN,15
191,حادثه,NOUN,5
192,تعدادی,NOUN,4
193,کارکنان,NOUN,4
194,بانک,NOUN,5
195,بر,ADP,144
196,اثر,NOUN,19
197,استنشاق,NOUN,2
198,گاز,NOUN,9
199,مسموم,ADJ,1
200,شدند,VERB,26
201,بلافاصله,ADV,2
202,بیمارستان,NOUN,3
203,انتقال,NOUN,8
204,یافتند,VERB,2
205,آتش‌نشانان,NOUN,2
206,استفاده,NOUN,29
207,دستگاه‌های,NOUN,8
208,تنفسی,ADJ,2
209,وارد,ADJ,15
210,صحنه,NOUN,9
211,آنها,PRON,93
212,نجات,NOUN,4
213,جان,NOUN,6
214,مصدومین,NOUN,1
215,متصل,ADJ,1
216,سه,NUM,28
217,نفر,NOUN,33
218,اقدام,NOUN,12
219,ایثارگرانهٔ,ADJ,1
220,co2,PROPN,1
221,مسمومیت,NOUN,1
222,جزئی,ADJ,2
223,پیدا,ADJ,20
224,موقع,NOUN,7
225,انسان‌ها,NOUN,5
226,این,PRON,84
227,زمینی,NOUN,1
228,آباد,ADJ,1
229,توأم,ADJ,3
230,محصول,NOUN,2
231,داشته,VERB,27
232,باشند,AUX,20
233,نماز,NOUN,4
234,می‌خواندند,VERB,1
235,خدا,NOUN,15
236,طلب,NOUN,3
237,باران,NOUN,2
238,می‌کردند,VERB,12
239,انجمن,NOUN,1
240,نویسندگان,NOUN,4
241,خبرنگاران,NOUN,6
242,عکاسان,NOUN,1
243,ورزشی,ADJ,5
244,بیانیه‌ای,NOUN,2
245,ضایعه,NOUN,1
246,استاد,PROPN,1
247,عطاالله,PROPN,2
248,بهمنش,PROPN,1
249,تسلیت,NOUN,1
250,گفته,VERB,6
251,مرحومه,NOUN,1
252,خداوند,NOUN,20
253,متعال,ADJ,2
254,آمرزش,NOUN,1
255,کرده,VERB,133
256,بنابراین,ADV,7
257,فعالان,NOUN,2
258,صنعتی,ADJ,8
259,انتظار,NOUN,8
260,بانک‌ها,NOUN,4
261,ارائهٔ,NOUN,3
262,تسهیلات,NOUN,3
263,واحدهای,NOUN,3
264,سرعت,NOUN,2
265,عمل,NOUN,16
266,بیشتری,ADJ,6
267,خرج,NOUN,2
268,دهند,VERB,10
269,14,NOUN,1
270,فوریهٔ,PROPN,1
271,2010,NOUN,3
272,حضور,NOUN,30
273,بازرسان,NOUN,1
274,آژانس,NOUN,1
275,حدود,ADP,7
276,هزار,NUM,55
277,950,NUM,1
278,کیلوگرم,NOUN,2
279,uf6,PROPN,1
280,درصد,NOUN,17
281,غنای,NOUN,1
282,پائین,ADJ,1
283,تأسیسات,NOUN,1
284,غنی‌سازی,NOUN,3
285,سوخت,NOUN,2
286,ایستگاه,PROPN,1
287,تزریق,PROPN,1
288,تأسیسات,PROPN,1
289,غنی‌سازی,PROPN,1
290,آزمایشی,PROPN,1
291,سوخت,PROPN,1
292,منتقل,NOUN,2
293,حضرت,NOUN,6
294,کلام,NOUN,2
295,زندگی,NOUN,27
296,مرگ,NOUN,7
297,عزت,NOUN,6
298,ذلت,NOUN,4
299,تفسیر,NOUN,6
300,ارزش‌گذاری,NOUN,1
301,می‌کند,VERB,44
302,دلیل,NOUN,18
303,معتقد,ADJ,2
304,«,PUNCT,35
305,باعزت,ADJ,1
306,برتر,ADJ,7
307,ذلیلانه,ADJ,1
308,»,PUNCT,35
309,اوج,NOUN,2
310,حماسهٔ,NOUN,2
311,عاشورایی,ADJ,1
312,چنین,NOUN,3
313,می‌سراید,VERB,1
314,مردانه,ADJ,2
315,بهتر,ADJ,11
316,خواری,NOUN,2
317,ورود,NOUN,9
318,آتش,NOUN,16
319,خشم,NOUN,4
320,تأویل,NOUN,1
321,بسط,NOUN,1
322,داد,VERB,54
323,کار,NOUN,65
324,ش,PRON,105
325,منطق,NOUN,3
326,معناشناسی,NOUN,1
327,پری,PROPN,1
328,هرمونیاس,PROPN,1
329,نامید,VERB,1
330,بعداً,ADV,1
331,قلمداد,ADJ,1
332,راهنمای,NOUN,3
333,مقدماتی,ADJ,1
334,منشأ,NOUN,2
335,پیش‌زمینهٔ,NOUN,2
336,عرفان,NOUN,5
337,رابطهٔ,NOUN,3
338,اسلام,NOUN,19
339,گسترش,NOUN,6
340,سراسر,NOUN,3
341,دنیا,NOUN,11
342,توصیف,NOUN,2
343,گزارش,NOUN,15
344,خبرگزاری,PROPN,4
345,مهر,PROPN,17
346,جلد,NOUN,2
347,آیات,PROPN,1
348,17,PROPN,1
349,42,PROPN,1
350,سورهٔ,PROPN,3
351,نساء,PROPN,1
352,شده‌‌اند,VERB,1
353,هگل,PROPN,4
354,مشهورترین,ADJ,1
355,صورت,NOUN,48
356,وسیلهٔ,NOUN,7
357,مارکس,PROPN,1
358,مارکسیست‌ها,PROPN,1
359,شده,VERB,111
360,ادامه,NOUN,15
361,هنر,NOUN,7
362,امام,NOUN,10
363,بود,AUX,122
364,توانست,VERB,1
365,دوقطبی,ADJ,1
366,شکست,NOUN,8
367,دهد,VERB,11
368,استراتژی,NOUN,2
369,شوروی‌ها,PROPN,1
370,فروپاشد,VERB,1
371,عمود,NOUN,1
372,خیمهٔ,NOUN,1
373,سیاسی,ADJ,19
374,شکند,VERB,1
375,اصرار,NOUN,3
376,خانواده,NOUN,4
377,یکی,NOUN,37
378,اهالی,NOUN,4
379,روستا,NOUN,3
380,یمان,PRON,1
381,ازدواج,NOUN,2
382,کردم,VERB,8
383,کارهای,NOUN,10
384,کشاورزی,NOUN,4
385,سپری,NOUN,2
386,می‌کردیم,VERB,4
387,اما,CCONJ,50
388,پس,ADP,40
389,مدتی,NOUN,6
390,ناآگاهی,NOUN,1
391,عدم,NOUN,8
392,شناخت,NOUN,4
393,م,PRON,107
394,دخالتهای,NOUN,1
395,پدر,NOUN,11
396,خانوادهٔ,NOUN,3
397,همسر,NOUN,7
398,مان,PRON,23
399,پاشید,VERB,2
400,بذر,NOUN,2
401,هم,ADV,104
402,لازم,ADJ,12
403,نیست,AUX,27
404,تو,PRON,25
405,بپاشی,VERB,1
406,پاشیده,VERB,1
407,هنرمند,NOUN,1
408,عکس‌های,NOUN,1
409,مردمی,NOUN,2
410,اقصی,ADJ,1
411,نقاط,NOUN,1
412,جهان,PROPN,12
413,زیر,NOUN,9
414,آوار,NOUN,1
415,خارج,ADJ,5
416,روی,ADP,24
417,همهٔ,NOUN,25
418,آنها,NOUN,1
419,رنگ,NOUN,7
420,خون,NOUN,6
421,اینجا,NOUN,3
422,شن‌هایی,NOUN,1
423,هست,AUX,10
424,روستاها,NOUN,1
425,می‌بلعند,VERB,1
426,خاک,NOUN,9
427,نابودی,NOUN,4
428,سر,NOUN,45
429,می‌پاشند,VERB,3
430,رمز,NOUN,2
431,همه,NOUN,14
432,روایاتی,NOUN,1
433,طرد,NOUN,1
434,متملقان,NOUN,1
435,کنار,NOUN,11
436,حاکمان,NOUN,2
437,تأکید,NOUN,14
438,دستور,NOUN,6
439,چهرهٔ,NOUN,6
440,آنان,PRON,22
441,بپاشید,VERB,1
442,علاوه,NOUN,5
443,اعضای,NOUN,11
444,شب,NOUN,14
445,چهارشنبهٔ,NOUN,1
446,آخر,ADJ,3
447,قبل,ADP,10
448,بخوابند,VERB,1
449,یکدیگر,PRON,11
450,چند,DET,30
451,قطرهٔ,NOUN,1
452,آب,NOUN,25
453,یک‌شنبه,NOUN,1
454,عده‌ای,NOUN,5
455,ناشناس,ADJ,1
456,مقبرهٔ,NOUN,1
457,آیت‌الله,PROPN,9
458,سید,PROPN,7
459,روح‌الله,PROPN,3
460,خاتمی,PROPN,2
461,امام‌جمعهٔ,NOUN,3
462,فقید,ADJ,1
463,یزد,PROPN,5
464,نمایندهٔ,NOUN,6
465,استان,PROPN,17
466,روی,NOUN,20
467,مقبره,NOUN,1
468,تمثال,NOUN,1
469,حتی,ADV,18
470,پیام,NOUN,6
471,رحلت,NOUN,2
472,ایشان,PRON,8
473,سنگ,NOUN,7
474,حک,NOUN,1
475,سفید,ADJ,3
476,پاشیدند,VERB,1
477,مسألهٔ,NOUN,4
478,عدالت,NOUN,6
479,محور,NOUN,3
480,اساسی,ADJ,7
481,کل,NOUN,6
482,عالم,NOUN,3
483,طبیعت,NOUN,2
484,حکم‌فرما,ADJ,2
485,غیر,NOUN,2
486,تکوین,NOUN,1
487,می‌پاشد,VERB,1
488,خبرنگار,NOUN,13
489,نیشابور,PROPN,2
490,چهارشنبه,NOUN,2
491,مناسبت,NOUN,1
492,25,NOUN,3
493,فروردین,PROPN,1
494,روز,NOUN,53
495,ملی,ADJ,12
496,بزرگداشت,NOUN,1
497,عطار,PROPN,2
498,نیشابوری,PROPN,1
499,جواد,PROPN,3
500,جعفری,PROPN,2
501,مدیر,NOUN,7
502,کل,ADJ,9
503,فرهنگ,PROPN,3
504,ارشاد,PROPN,5
505,خراسان,PROPN,4
506,رضوی,PROPN,3
507,سیمرغ,PROPN,1
508,قرائت,NOUN,1
509,انالله,NOUN,1
510,مرگی,NOUN,1
511,شهادت‌گونه,ADJ,1
512,فریاد,NOUN,7
513,زد,VERB,17
514,تا,SCONJ,62
515,رسواگر,ADJ,1
516,بی‌خردی‌های,NOUN,1
517,انسان‌های,NOUN,2
518,ظالم,ADJ,1
519,باشد,AUX,34
520,ننگ,NOUN,1
521,قتیل,NOUN,1
522,تیغ,NOUN,7
523,مغولان,NOUN,1
524,روزگار,NOUN,2
525,بودن,NOUN,6
526,زورگویان,NOUN,1
527,جاهل,ADJ,1
528,بپاشد,VERB,1
529,رو,NOUN,12
530,زنان,NOUN,8
531,مردان,NOUN,3
532,معمولاً,ADV,4
533,بعد,ADP,20
534,ظهر,NOUN,3
535,عرفه,NOUN,1
536,اتفاق,NOUN,6
537,قبور,NOUN,1
538,اموات,NOUN,1
539,حاضر,ADJ,16
540,قبرها,NOUN,1
541,می‌شویند,VERB,1
542,گلاب,NOUN,1
543,بد,ADP,3
544,ین,DET,3
545,آقایان,NOUN,3
546,علما,PROPN,1
547,طباطبایی,PROPN,1
548,بهبهانی,PROPN,1
549,همراه,NOUN,7
550,قصد,NOUN,9
551,قم,PROPN,9
552,شهر,PROPN,15
553,تهران,PROPN,23
554,ترک,NOUN,12
555,گفتند,VERB,3
556,او,PRON,80
557,بعدها,ADV,2
558,علت,NOUN,7
559,نابسامانی,NOUN,1
560,اوضاع,NOUN,6
561,بخارا,PROPN,2
562,شهر,NOUN,14
563,گفت,VERB,34
564,گرگانج,PROPN,1
565,نزد,ADP,1
566,خوارزمشاه,PROPN,1
567,رفت,VERB,13
568,رابطه,NOUN,3
569,مقام,NOUN,6
570,ترک,ADJ,2
571,حریت,NOUN,1
572,ترکیه,PROPN,3
573,روسیه,PROPN,6
574,بازیگران,NOUN,2
575,مهمی,ADJ,3
576,هستند,AUX,24
577,شریکان,NOUN,1
578,استراتژیکی,ADJ,1
579,شمار,NOUN,5
580,می‌روند,VERB,4
581,اقتصادی,ADJ,8
582,معاون,NOUN,9
583,وزیر,NOUN,8
584,امور,PROPN,8
585,خارجه,PROPN,1
586,امور,NOUN,14
587,آسیا,PROPN,3
588,اقیانوسیه,PROPN,1
589,دربارهٔ,ADP,16
590,واگذاری,NOUN,2
591,فرودگاه,PROPN,3
592,ترک‌ها,PROPN,1
593,مراحل,NOUN,2
594,اولیهٔ,ADJ,3
595,قرارداد,NOUN,13
596,روش,NOUN,8
597,bot,PROPN,1
598,حال,NOUN,36
599,انجام,NOUN,37
600,مسیر,NOUN,10
601,عادی,ADJ,2
602,طی,NOUN,2
603,فعالیت,NOUN,4
604,190,NUM,2
605,کلینیک,NOUN,1
606,سیگار,NOUN,1
607,سطح,NOUN,18
608,کشور,NOUN,54
609,کلینیک‌ها,NOUN,1
610,سال,NOUN,88
611,می‌یابد,VERB,3
612,هر,DET,92
613,چه,NOUN,13
614,بیشتر,ADJ,28
615,امکان,NOUN,6
616,افراد,NOUN,23
617,سیگاری,ADJ,1
618,فراهم,ADJ,7
619,شود,VERB,28
620,پرچم‌ها,NOUN,1
621,نشانی,NOUN,2
622,عزاداری,NOUN,3
623,کوی,NOUN,1
624,برزن,NOUN,1
625,برافراشته,ADJ,3
626,شده‌اند,VERB,15
627,سوی,NOUN,28
628,دیگر,ADJ,42
629,باید,AUX,57
630,ملت‌ها,NOUN,3
631,مدافع,ADJ,1
632,پرچمی,NOUN,1
633,خوزستان,PROPN,4
634,پرچم,NOUN,5
635,برافراشتهٔ,ADJ,1
636,شجاعت,NOUN,2
637,سرافرازی,NOUN,1
638,ملت,NOUN,10
639,امشب,NOUN,4
640,مراسم,NOUN,17
641,شدن,NOUN,29
642,مهندس,PROPN,6
643,مهرعلیزاده,PROPN,1
644,هاشمی‌طبا,PROPN,1
645,افشارزاده,PROPN,1
646,ورزشکاران,NOUN,2
647,دیگر,DET,3
648,همراهان,NOUN,1
649,برگزار,ADJ,25
650,خواهد,AUX,62
651,نخستین,ADJ,7
652,کسی,NOUN,19
653,لوای,NOUN,2
654,جنگ,NOUN,16
655,برافراشت,VERB,1
656,راهبی,NOUN,1
657,پطرس,PROPN,1
658,فرانسه,PROPN,5
659,باغ,NOUN,2
660,قدم,NOUN,2
661,می‌زنیم,VERB,3
662,می‌دویم,VERB,1
663,گلها,NOUN,1
664,درختانی,NOUN,1
665,وسعت,NOUN,1
666,برافراشته,VERB,2
667,شده‌اند,AUX,1
668,نظاره,NOUN,1
669,می‌کنیم,VERB,38
670,نجم‌الدین,PROPN,1
671,اساس,NOUN,26
672,توصیهٔ,NOUN,2
673,مقام,PROPN,4
674,معظم,PROPN,6
675,رهبری,PROPN,5
676,ایران‌خودرو,PROPN,1
677,برنامه‌هایی,NOUN,1
678,ارتقای,NOUN,7
679,کیفیت,NOUN,3
680,فناوری‌های,NOUN,1
681,نوین,ADJ,5
682,جهش,NOUN,1
683,خدمات,NOUN,8
684,فروش,NOUN,13
685,توسعهٔ,NOUN,10
686,بیش,ADJ,10
687,پیش,NOUN,13
688,صادرات,NOUN,4
689,تدوین,NOUN,2
690,جهان,NOUN,5
691,تلاش,NOUN,19
692,مضاعف,ADJ,1
693,بهره‌وری,NOUN,1
694,کاهش,NOUN,9
695,هزینه‌های,NOUN,3
696,تولید,NOUN,12
697,حرکت,NOUN,18
698,کند,VERB,53
699,حالی,NOUN,8
700,محض,NOUN,1
701,بان‌کی‌مون,PROPN,1
702,نوار,PROPN,2
703,غزه,PROPN,4
704,جمله,NOUN,7
705,کودکان,NOUN,8
706,دادن,NOUN,7
707,شعارهایی,NOUN,1
708,خواستار,ADJ,9
709,تحرک,NOUN,2
710,جدی,ADJ,8
711,سازمان,PROPN,16
712,ملل,PROPN,5
713,متحد,PROPN,2
714,پایان,NOUN,11
715,محاصرهٔ,NOUN,1
716,ظالمانه,ADJ,1
717,دستگاه,NOUN,6
718,نظامی,ADJ,15
719,نبودن,NOUN,1
720,حریف,NOUN,2
721,هم‌وزن,ADJ,1
722,فوق‌العاده,ADV,1
723,پرهزینه,ADJ,1
724,کم‌تحرک,ADJ,1
725,غیرمؤثر,ADJ,1
726,نقل,NOUN,11
727,سایت,PROPN,2
728,فوتبال,PROPN,7
729,دیرکتا,PROPN,1
730,صدرنشین,NOUN,1
731,فوتبال,NOUN,11
732,ایتالیا,PROPN,2
733,هافبک,NOUN,1
734,30,NUM,4
735,ساله,ADJ,4
736,لیورپول,PROPN,1
737,فصل,NOUN,9
738,انتقالات,NOUN,1
739,تابستانی,ADJ,1
740,مبلغ,NOUN,8
741,28,NUM,2
742,میلیون,NUM,27
743,پوند,NOUN,3
744,خدمت,NOUN,16
745,بگیرد,VERB,10
746,تابستان,NOUN,1
747,گذشته,ADJ,16
748,صدد,NOUN,5
749,رسیدن,NOUN,5
750,توافق,NOUN,11
751,مدیران,NOUN,8
752,فوکس,PROPN,1
753,استودیو,PROPN,1
754,طرح,PROPN,1
755,سینگر,NOUN,1
756,پسندید,VERB,1
757,جیمی,PROPN,1
758,موس,PROPN,1
759,نوشتن,NOUN,1
760,فیلم‌نامه,NOUN,1
761,گرفت,VERB,22
762,پروژه,NOUN,2
763,زودتر,ADJ,3
764,مرحلهٔ,NOUN,7
765,تایمزآنلاین,PROPN,1
766,رئال,PROPN,1
767,مادرید,PROPN,1
768,نارضایی,NOUN,1
769,عملکرد,NOUN,3
770,مانوئل,PROPN,1
771,پلگرینی,PROPN,1
772,رقابت‌های,NOUN,8
773,لیگ,NOUN,11
774,اسپانیا,PROPN,3
775,قهرمانان,NOUN,2
776,اروپا,PROPN,7
777,نظر,NOUN,35
778,مورینیو,PROPN,1
779,آینده,ADJ,9
780,سرمربی,NOUN,5
781,تیم,PROPN,19
782,بسکتبال,PROPN,1
783,مهرام,PROPN,1
784,تصریح,NOUN,9
785,ترکیب,NOUN,4
786,تیم,NOUN,18
787,فعلاً,ADV,1
788,ناقص,ADJ,1
789,بوده,AUX,8
790,هنوز,ADV,16
791,بازیکن,NOUN,8
792,جایگزین,ADJ,2
793,لورن,PROPN,1
794,وودز,PROPN,1
795,پست,NOUN,2
796,5,NOUN,5
797,نگرفته‌ایم,VERB,1
798,نوبهٔ,NOUN,1
799,مشکلاتی,NOUN,2
800,ایجاد,NOUN,12
801,ماروود,PROPN,1
802,گام,NOUN,1
803,شیخ,PROPN,2
804,منصور,PROPN,1
805,مالک,NOUN,2
806,باشگاه,PROPN,4
807,سیتی,PROPN,1
808,ترغیب,NOUN,1
809,ونگر,PROPN,1
810,موفقیت,NOUN,3
811,نگاه,NOUN,18
812,سنت‌گرایانه,ADJ,1
813,مباحث,NOUN,3
814,رد,ADJ,2
815,دیگراندیشان,NOUN,1
816,بدون,ADP,15
817,ارزیابی,NOUN,6
818,انتقادی,ADJ,1
819,می‌پذیرد,VERB,1
820,مخالف,ADJ,2
821,هستم,AUX,4
822,می‌خواهم,VERB,4
823,نوع,NOUN,16
824,ارتباط,NOUN,7
825,بین‌رشته‌ای,ADJ,1
826,برقرار,ADJ,1
827,کنم,VERB,7
828,رشته‌ها,NOUN,3
829,نظریات,NOUN,2
830,مفیدی,ADJ,3
831,تفکر,NOUN,6
832,غربی,ADJ,2
833,بگیرم,VERB,3
834,پیکان,PROPN,1
835,تقویت,NOUN,4
836,مهاجمان,NOUN,1
837,آیندهٔ,ADJ,1
838,امیر,PROPN,2
839,وزیری,PROPN,1
840,مهاجم,NOUN,2
841,ذوب‌آهن,PROPN,1
842,سخنگوی,NOUN,2
843,کمیسیون,PROPN,3
844,مجلس,PROPN,2
845,جایی,NOUN,11
846,پدیده‌ها,NOUN,1
847,دست‌ساخته,ADJ,2
848,نیروهای,NOUN,17
849,قدرت‌های,NOUN,3
850,بزرگ,ADJ,9
851,قدرت‌ها,NOUN,1
852,امکانات,NOUN,4
853,مالی,ADJ,11
854,باز,ADV,7
855,دیگری,NOUN,6
856,خواهند,AUX,30
857,بارسا,PROPN,1
858,باشگاهی,NOUN,1
859,قابل,ADJ,8
860,احترام,NOUN,5
861,توانمند,ADJ,1
862,می‌تواند,VERB,13
863,بازیکنان,NOUN,8
864,تجارت,NOUN,3
865,الکترونیک,ADJ,1
866,می‌گیریم,VERB,2
867,ماشین‌سازی,PROPN,1
868,تبریز,PROPN,10
869,برزیلی,ADJ,1
870,گچ,NOUN,1
871,زنده,ADJ,3
872,پخته,ADJ,1
873,زمانی,ADV,1
874,حالت,NOUN,8
875,مرده,ADJ,1
876,خام,ADJ,1
877,پشت,NOUN,8
878,بند,NOUN,3
879,کاشی‌ها,NOUN,1
880,ملاط,NOUN,1
881,آجرها,NOUN,1
882,گچبری‌ها,NOUN,1
883,کتیبه‌ها,NOUN,1
884,تزیینات,NOUN,1
885,قالبی,ADJ,1
886,استامپی,ADJ,1
887,ابعاد,NOUN,2
888,گرفته,VERB,12
889,وثیقه,NOUN,1
890,شاهد,ADJ,4
891,ایفای,NOUN,1
892,نقش,NOUN,10
893,خاکستری,ADJ,1
894,تام,PROPN,1
895,کروز,PROPN,1
896,هیبت,NOUN,1
897,آدم‌کشی,NOUN,1
898,ترسیم,NOUN,2
899,قتل,NOUN,2
900,شبانگاهی,ADJ,1
901,رانندهٔ,NOUN,2
902,تاکسی,NOUN,4
903,می‌گیرد,VERB,11
904,هدایتی,PROPN,1
905,کاملاً,ADV,4
906,بهترین,ADJ,6
907,قدرت,NOUN,9
908,مسابقات,NOUN,10
909,آسیایی,ADJ,1
910,شرکت,NOUN,25
911,قهرمانی,NOUN,1
912,کسب,NOUN,7
913,کنیم,VERB,14
914,آیا,PART,10
915,نسخهٔ,NOUN,1
916,بساط,NOUN,3
917,موارد,NOUN,6
918,برچیده,VERB,2
919,؟,PUNCT,46
920,15,NUM,6
921,شهرهای,NOUN,5
922,خارجی‌ها,NOUN,2
923,واگذار,NOUN,2
924,می‌شود,VERB,61
925,رهبر,PROPN,3
926,لیبرال,PROPN,1
927,دموکرات,PROPN,1
928,انگلیس,PROPN,3
929,بار,NOUN,38
930,مذاکرات,NOUN,6
931,مربوط,ADJ,16
932,توانایی,NOUN,3
933,هسته‌ای,ADJ,6
934,تالین,PROPN,1
935,پایتخت,NOUN,5
936,استونی,PROPN,1
937,حزب,NOUN,3
938,پروژهٔ,NOUN,1
939,80,NUM,4
940,میلیارد,NUM,16
941,پوندی,ADJ,1
942,ناوگان,NOUN,2
943,زیردریایی,NOUN,1
944,ترایدانت,NOUN,1
945,برخواهد,AUX,1
946,چید,VERB,1
947,2002,NOUN,2
948,موسوم,ADJ,2
949,نقشهٔ,NOUN,4
950,راه,NOUN,28
951,اسرائیل,PROPN,14
952,موظف,ADJ,3
953,شهرک‌ها,NOUN,2
954,ایست,NOUN,2
955,بازرسی,NOUN,3
956,2001,NOUN,2
957,مناطق,NOUN,10
958,برچیند,VERB,2
959,ساخت,NOUN,9
960,ساز,NOUN,3
961,اشغالی,ADJ,4
962,رژیم,PROPN,17
963,صهیونیستی,PROPN,9
964,تشکیلات,NOUN,2
965,خوگردان,ADJ,1
966,فلسطین,PROPN,8
967,طرح,NOUN,20
968,شهرک‌هایی,NOUN,1
969,اراضی,NOUN,1
970,کرانهٔ,PROPN,2
971,باختری,PROPN,2
972,احداث,NOUN,3
973,گنبد,PROPN,3
974,مجلس,NOUN,5
975,مناسب,ADJ,5
976,تأمین,PROPN,1
977,اجتماعی,PROPN,2
978,مثبت,ADJ,4
979,آیندهٔ,NOUN,2
980,جامعهٔ,NOUN,6
981,تمجید,NOUN,1
982,تأمین,NOUN,4
983,اجتماعی,ADJ,11
984,پایداری,NOUN,1
985,باعث,NOUN,4
986,برچیده,NOUN,1
987,فقر,NOUN,2
988,جامعه,NOUN,13
989,تفاسیر,NOUN,1
