,word,POS,count
522,jazykovedcovi,NOUN,1
523,rozhovoriť,VERB,1
524,systéme,NOUN,3
525,jazyku,NOUN,3
526,prináša,VERB,2
527,zdanlivo,ADV,3
528,nebezpečenstvo,NOUN,2
529,vstúpi,VERB,1
530,nezaujímavého,ADJ,1
531,nudného,ADJ,1
532,sveta,NOUN,12
533,ypsilon,NOUN,1
534,ako,SCONJ,105
535,hláska,NOUN,1
536,nie,PART,50
537,funkčný,ADJ,1
538,slovenskom,ADJ,2
539,takej,DET,1
540,hlásky,NOUN,1
541,niet,VERB,2
542,ale,PART,7
543,takto,ADV,14
544,mikuláši,PROPN,1
545,ukazuje,VERB,1
546,teda,PART,21
547,tým,DET,11
548,stredoslovenským,ADJ,1
549,nárečím,NOUN,1
550,štúrovci,PROPN,1
551,povýšili,VERB,1
552,prestížny,ADJ,1
553,liptovský,ADJ,1
554,mestský,ADJ,1
555,presvedčil,VERB,1
556,záborského,PROPN,1
557,správna,ADJ,2
558,výslovnosť,NOUN,1
559,ľist,X,1
560,lete,NOUN,2
561,1948,NUM,1
562,prahe,PROPN,1
563,zažiadal,VERB,1
564,zahraničné,ADJ,1
565,štipendium,NOUN,2
566,komplikovanou,ADJ,1
567,zhodou,NOUN,1
568,okolností,NOUN,2
569,ho,PRON,123
570,dostal,VERB,6
571,odišiel,VERB,3
572,rok,NOUN,8
573,nórska,PROPN,1
574,začal,VERB,11
575,semester,NOUN,1
576,pustil,VERB,5
577,pod,ADP,24
578,vedením,NOUN,1
579,profesora,NOUN,2
580,sommerfelta,PROPN,1
581,čítania,NOUN,1
582,textov,NOUN,1
583,rozprávanie,NOUN,1
584,pripravila,VERB,1
585,kveta,PROPN,1
586,škvarková,PROPN,1
587,protiprávna,ADJ,1
588,vojna,NOUN,8
589,iraku,PROPN,1
590,ktorú,DET,14
591,rozpútala,VERB,1
592,nesvätá,ADJ,1
593,aliancia,NOUN,1
594,náboženských,ADJ,1
595,fundamentalistov,NOUN,1
596,megalománov,NOUN,1
597,kšeftárov,NOUN,1
598,cynickým,ADJ,1
599,výsmechom,NOUN,1
600,všetkých,DET,13
601,hodnôt,NOUN,1
602,naša,DET,2
603,západná,ADJ,1
604,civilizácia,NOUN,1
605,pokladá,VERB,2
606,nedotknuteľné,ADJ,1
607,ukončení,NOUN,1
608,tejto,DET,19
609,nádejou,NOUN,4
610,zmena,NOUN,2
611,koruna,NOUN,1
612,sv,X,10
613,štefana,PROPN,4
614,ostrihomský,ADJ,1
615,primas,X,1
616,hungariae,X,1
617,stali,VERB,2
618,symbolom,NOUN,3
619,uhorského,ADJ,8
620,štátu,NOUN,3
621,boja,NOUN,2
622,ktorého,DET,10
623,medze,NOUN,1
624,určovala,VERB,1
625,zlatá,ADJ,2
626,bulla,NOUN,1
627,náš,DET,7
628,skutočným,ADJ,1
629,kompromisom,NOUN,1
630,normou,NOUN,2
631,štúrovcov,NOUN,1
632,požiadavkami,NOUN,2
633,bernolákovcov,NOUN,1
634,tradíciou,NOUN,1
635,českou,ADJ,1
636,či,CCONJ,26
637,československou,ADJ,1
638,starú,ADJ,1
639,meravú,ADJ,1
640,nekompromisnosť,NOUN,1
641,nekomunikatívnosť,NOUN,1
642,oživila,VERB,1
643,idea,NOUN,1
644,odtrhnutia,NOUN,1
645,slovenska,PROPN,3
646,tisícročného,ADJ,1
647,najmä,PART,4
648,štátneho,ADJ,2
649,spojenia,NOUN,2
650,čechmi,PROPN,1
651,takže,PART,6
652,nacionalisticko,X,1
653,sociálny,ADJ,2
654,populizmus,NOUN,1
655,mečiarov,ADJ,1
656,povedal,VERB,39
657,prirodzeným,ADJ,2
658,plodom,NOUN,1
659,stáročného,ADJ,1
660,vývinu,NOUN,2
661,spoločnosti,NOUN,8
662,časopis,NOUN,1
663,skalici,PROPN,2
664,záhorie,PROPN,1
665,výstava,NOUN,1
666,vzorného,ADJ,1
667,balenia,NOUN,1
668,potravín,NOUN,2
669,nemôžem,VERB,10
670,pritom,ADV,3
671,nespomenúť,VERB,1
672,ešte,PART,35
673,jednu,NUM,5
674,vec,NOUN,1
675,kto,PRON,13
676,kupoval,VERB,1
677,obchody,NOUN,1
678,chcú,VERB,1
679,predávať,VERB,1
680,zaručene,ADV,2
681,čerstvý,ADJ,4
682,noci,NOUN,4
683,upečený,ADJ,1
684,nezabalený,ADJ,1
685,chlieb,NOUN,6
686,musia,VERB,2
687,držať,VERB,1
688,osobitných,ADJ,1
689,zasklených,ADJ,1
690,policiach,NOUN,1
691,takže,CCONJ,5
692,skôr,ADV,6
693,nebalenie,NOUN,1
694,zdražuje,VERB,1
695,gól,NOUN,1
696,inteligencie,NOUN,1
697,pred,ADP,59
698,voľbami,NOUN,1
699,bolo,VERB,23
700,neposlednom,ADJ,1
701,rade,NOUN,3
702,mostoch,PROPN,1
703,mnoho,NUM,5
704,krásnych,ADJ,1
705,vzletných,ADJ,1
706,výkladov,NOUN,1
707,voliť,VERB,1
708,martina,PROPN,4
709,bútoru,PROPN,1
710,teraz,ADV,22
711,čakám,VERB,2
712,niekto,PRON,7
713,mienkotvorných,ADJ,1
714,hláv,NOUN,1
715,bútorovho,ADJ,1
716,elektorátu,NOUN,1
717,urobí,VERB,3
718,sebakritickú,ADJ,1
719,analýzu,NOUN,2
720,svojho,DET,10
721,fatálneho,ADJ,1
722,politického,ADJ,3
723,omylu,NOUN,1
724,mečiar,PROPN,1
725,suverénny,ADJ,1
726,víťaz,NOUN,2
727,prvého,ADJ,2
728,kola,NOUN,1
729,druhom,ADJ,1
730,kole,NOUN,1
731,spektakulárne,ADV,1
732,odmietnutý,ADJ,1
733,spravodlivý,ADJ,1
734,trest,NOUN,3
735,vládnutia,NOUN,1
736,emeritus,X,1
737,scenár,NOUN,3
738,:,PUNCT,52
739,adam,PROPN,1
740,rifkin,PROPN,1
741,gavin,PROPN,1
742,scott,PROPN,1
743,réžia,NOUN,1
744,joe,PROPN,1
745,dante,PROPN,1
746,kamera,NOUN,1
747,jamie,PROPN,1
748,anderson,PROPN,2
749,hudba,NOUN,4
750,jerry,PROPN,1
751,goldsmith,PROPN,1
752,dolby,X,1
753,stero,X,1
754,gil,PROPN,1
755,mars,PROPN,1
756,najbohatší,ADJ,1
757,muž,NOUN,5
758,majiteľom,NOUN,1
759,počítačovej,ADJ,1
760,marstech,X,1
761,vyrába,VERB,2
762,hračky,NOUN,2
763,deti,NOUN,13
764,tretieho,ADJ,1
765,tisícročia,NOUN,1
766,autogramiáda,NOUN,1
767,ivy,PROPN,1
768,janžurovej,PROPN,1
769,markéty,PROPN,1
770,hrubešovej,PROPN,1
771,tlačová,ADJ,1
772,konferencia,NOUN,1
773,paulom,PROPN,1
774,morrisseyom,PROPN,1
775,večer,ADV,6
776,bude,AUX,23
777,lauren,PROPN,1
778,bacall,PROPN,1
779,uvádzať,VERB,1
780,film,NOUN,6
781,hlboký,ADJ,1
782,spánok,NOUN,1
783,napokon,ADV,15
784,zvíťazila,VERB,3
785,grazie,X,2
786,all,X,2
787,',PUNCT,28
788,italia,X,1
789,america,X,1
790,kričal,VERB,1
791,pódia,NOUN,1
792,nadšený,ADJ,1
793,benigni,PROPN,1
794,uvidíme,VERB,1
795,do,DET,1
796,celé,ADJ,8
797,dopadne,VERB,1
798,pôvodný,ADJ,3
799,zamilovaný,ADJ,2
800,shakespeare,PROPN,2
801,adaptácia,NOUN,1
802,tenká,ADJ,1
803,červená,ADJ,2
804,čiara,NOUN,1
805,výprava,NOUN,1
806,kostýmy,NOUN,1
807,kráľovná,PROPN,1
808,alžbeta,PROPN,1
809,pôvodná,ADJ,1
810,muzikálu,NOUN,1
811,komédii,NOUN,1
812,princ,PROPN,1
813,egyptský,ADJ,1
814,krátkometrážny,ADJ,1
815,hraný,ADJ,1
816,la,X,1
817,carte,X,1
818,postale,X,1
819,the,X,1
820,postcard,X,1
821,zvuk,NOUN,2
822,zachráňte,VERB,1
823,vojaka,NOUN,1
824,ryana,PROPN,1
825,vizuálne,ADJ,2
826,efekty,NOUN,3
827,armageddon,PROPN,1
828,tento,DET,25
829,ročník,NOUN,2
830,priniesol,VERB,3
831,hneď,PART,1
832,prekvapení,NOUN,1
833,kompletný,ADJ,1
834,program,NOUN,4
835,3,NUM,3
836,gay,X,1
837,film,X,2
838,festivalu,PROPN,1
839,slovakia,PROPN,1
840,nájdete,VERB,4
841,site,X,1
842,rubrike,NOUN,1
843,ceny,PROPN,1
844,festivaly,NOUN,1
845,americká,ADJ,1
846,premiéra,NOUN,2
847,plánovaná,ADJ,1
848,júl,NOUN,1
849,kinách,NOUN,1
850,objaviť,VERB,2
851,21,NUM,1
852,10,NUM,7
853,1999,NUM,2
854,názvom,NOUN,3
855,spaľujúca,ADJ,1
856,túžba,NOUN,4
857,michalkov,PROPN,1
858,for,X,1
859,president,X,1
860,zoberiem,VERB,1
861,funkciu,NOUN,2
862,ak,SCONJ,33
863,naozaj,PART,19
864,budú,AUX,9
865,chcieť,VERB,1
866,režisér,NOUN,3
867,madonna,PROPN,2
868,režisérkou,NOUN,1
869,úspechu,NOUN,2
870,albumu,NOUN,1
871,ray,X,1
872,of,X,1
873,light,X,1
874,odriekla,VERB,1
875,herecké,ADJ,1
876,ponuky,NOUN,1
877,filmové,ADJ,1
878,spracovanie,NOUN,3
879,románu,NOUN,1
880,rene,PROPN,1
881,steinkeho,PROPN,1
882,vychádza,VERB,3
883,usa,PROPN,2
884,dňoch,NOUN,4
885,malkovich,PROPN,1
886,f,PROPN,1
887,w,PROPN,1
888,murnau,PROPN,1
889,nakrúcanie,NOUN,1
890,začať,VERB,2
891,apríli,NOUN,1
892,luxemburgu,PROPN,1
893,pozor,INTJ,1
894,šulaj,PROPN,1
895,píše,VERB,1
896,rozprávku,NOUN,1
897,vyzerá,VERB,5
898,herec,NOUN,1
899,snov,NOUN,1
900,telo,NOUN,11
901,mať,VERB,13
902,šiju,NOUN,1
903,jenny,PROPN,1
904,elfman,PROPN,1
905,ramená,NOUN,3
906,courtney,PROPN,1
907,love,PROPN,1
908,zadok,NOUN,1
909,jennifer,PROPN,1
910,lopez,PROPN,1
911,pupok,NOUN,1
912,sandry,PROPN,1
913,bullock,PROPN,1
914,nohy,NOUN,7
915,miry,PROPN,1
916,sorvino,PROPN,1
917,hviezdy,NOUN,2
918,holandsku,PROPN,1
919,režíruje,VERB,1
920,holandský,ADJ,1
921,dick,PROPN,1
922,maas,PROPN,1
923,mala,VERB,26
924,byť,VERB,4
925,už,PART,35
926,koncom,ADP,2
927,detektíva,NOUN,1
928,steva,PROPN,1
929,mcgarretta,PROPN,1
930,hral,VERB,1
931,jack,PROPN,1
932,lord,PROPN,1
933,ceny,NOUN,3
934,časopisu,NOUN,3
935,movieline,X,1
936,berlinale,PROPN,1
937,príde,VERB,4
938,nakrútený,ADJ,1
939,skutočnej,ADJ,1
940,oscar,PROPN,1
941,gibson,PROPN,1
942,wb,PROPN,1
943,paramountu,PROPN,1
944,gibsom,PROPN,1
945,jednom,NUM,6
946,nich,PRON,23
947,zahrať,VERB,1
948,hlavnú,ADJ,3
949,travolta,PROPN,1
950,opäť,ADV,33
951,spieva,VERB,1
952,úspešný,ADJ,1
953,tentoraz,ADV,14
954,televízne,ADJ,1
955,obrazovky,NOUN,10
956,podobe,NOUN,3
957,13,NUM,3
958,dielneho,X,1
959,seriálu,NOUN,2
960,jackie,PROPN,1
961,chan,PROPN,2
962,an,ADP,1
963,divokom,ADJ,1
964,západe,NOUN,2
965,názov,NOUN,2
966,shanghai,X,1
967,noon,X,1
968,režisérom,NOUN,1
969,debutujúci,ADJ,1
970,tom,PROPN,1
971,dey,PROPN,1
972,zahrá,VERB,1
973,číňana,PROPN,1
974,pricestuje,VERB,1
975,divoký,ADJ,2
976,západ,NOUN,2
977,zachránil,VERB,2
978,unesenú,ADJ,1
979,dcéru,NOUN,2
980,čínskeho,ADJ,1
981,konzula,NOUN,1
982,jodie,PROPN,2
983,foster,PROPN,2
984,cirkuse,NOUN,1
985,vracia,VERB,1
986,filmu,NOUN,2
987,režisérka,NOUN,1
988,producentka,NOUN,1
989,flora,X,1
990,plum,X,1
991,ľúbostný,ADJ,2
992,príbeh,NOUN,3
993,odohrávajúci,ADJ,1
994,počas,ADP,10
995,tridsiatych,ADJ,1
996,rokov,NOUN,13
997,prostredí,NOUN,2
998,cirkusu,NOUN,1
999,vlani,ADV,1
1000,získal,VERB,1
1001,ocenenie,NOUN,1
1002,stanley,PROPN,1
1003,donen,PROPN,1
1004,alan,PROPN,2
1005,smithee,PROPN,2
1006,televízii,NOUN,1
1007,používa,VERB,1
1008,titulkoch,NOUN,1
1009,ražisér,NOUN,1
1010,rôznych,ADJ,5
1011,príčin,NOUN,1
1012,nesúhlasí,VERB,1
1013,uvedením,NOUN,1
1014,vlastného,ADJ,2
1015,mena,NOUN,2
1016,použitie,NOUN,4
1017,televíznom,ADJ,1
1018,uvedení,NOUN,1
1019,hraného,ADJ,1
1020,známeho,ADJ,1
1021,kín,NOUN,1
1022,nezvyčajné,ADJ,1
1023,kritérium,NOUN,1
1024,dosť,ADV,4
1025,kontroverzné,ADJ,1
1026,sú,VERB,16
1027,ňom,PRON,7
1028,i,PART,18
1029,greta,PROPN,1
1030,garbo,PROPN,1
1031,betty,PROPN,1
1032,grable,PROPN,1
1033,lucille,PROPN,1
1034,ball,PROPN,1
1035,hedy,PROPN,1
1036,lamar,PROPN,1
1037,mary,PROPN,1
1038,pickford,PROPN,1
1039,ruth,PROPN,1
1040,gordon,PROPN,1
1041,dinah,PROPN,1
1042,shore,PROPN,1
1043,hereckými,ADJ,1
1044,kandidátmi,NOUN,1
1045,humphrey,PROPN,1
1046,bogart,PROPN,1
1047,sidney,PROPN,1
1048,poitier,PROPN,1
1049,kirk,PROPN,1
1050,douglas,PROPN,1
1051,harold,PROPN,1
1052,lloyd,PROPN,1
1053,sir,NOUN,1
1054,laurence,PROPN,1
1055,olivier,PROPN,1
1056,john,PROPN,2
1057,belushi,PROPN,1
1058,stane,VERB,1
1059,tak,PART,17
1060,slávnostného,ADJ,1
1061,ceremoniálu,NOUN,1
1062,9,NUM,4
1063,2,NUM,8
1064,teda,CCONJ,12
1065,dva,NUM,18
1066,dni,NOUN,5
1067,začiatkom,NOUN,2
1068,mff,PROPN,1
1069,berlíne,PROPN,1
1070,spielberg,PROPN,1
